Suburb,Rooms,Type,Method,SellerG,Distance,Regionname,Propertycount,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Price
Abbotsford,3,h,PI,Biggin,3.0,Northern Metropolitan,4019.0,Yarra City Council,3.0,1.0,2.0,196.0,160.2564003565711,1000000.0
Abbotsford,3,u,S,Biggin,3.0,Northern Metropolitan,4019.0,Yarra City Council,3.0,2.0,1.0,593.598993361392,160.2564003565711,1001000.0
Airport West,3,t,S,Jellis,10.4,Western Metropolitan,3464.0,Moonee Valley City Council,3.0,2.0,2.0,593.598993361392,160.2564003565711,730000.0
Airport West,2,u,S,Barry,10.4,Western Metropolitan,3464.0,Moonee Valley City Council,2.0,1.0,1.0,593.598993361392,160.2564003565711,590000.0
Albanvale,3,h,S,hockingstuart,14.0,Western Metropolitan,1899.0,Brimbank City Council,3.0,1.0,2.0,544.0,120.0,506000.0
Albanvale,3,h,S,GL,14.0,Western Metropolitan,1899.0,Brimbank City Council,3.0,1.0,2.0,593.598993361392,115.0,502000.0
Albert Park,4,h,S,Marshall,3.0,Southern Metropolitan,3280.0,Port Phillip City Council,4.0,2.0,0.0,152.0,175.0,2550000.0
Alphington,1,h,S,Ray,5.7,Northern Metropolitan,2211.0,Darebin City Council,1.0,1.0,1.0,593.598993361392,48.0,341000.0
Altona,3,h,S,Purplebricks,11.0,Western Metropolitan,5301.0,Hobsons Bay City Council,3.0,2.0,1.0,593.598993361392,160.2564003565711,901000.0
Altona,3,u,SP,RT,11.0,Western Metropolitan,5301.0,Hobsons Bay City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,740000.0
Altona North,5,h,S,Williams,9.4,Western Metropolitan,5132.0,Hobsons Bay City Council,5.0,3.0,4.0,593.598993361392,160.2564003565711,1201000.0
Altona North,3,h,SP,Gunn&Co,9.4,Western Metropolitan,5132.0,Hobsons Bay City Council,3.0,2.0,2.0,593.598993361392,127.0,720000.0
Altona North,3,h,PI,hockingstuart,9.4,Western Metropolitan,5132.0,Hobsons Bay City Council,3.0,1.0,2.0,563.0,160.2564003565711,880000.0
Ardeer,3,h,SP,HAR,12.8,Western Metropolitan,1281.0,Brimbank City Council,3.0,2.0,2.0,739.0,112.0,730000.0
Armadale,1,u,VB,Barry,6.3,Southern Metropolitan,4836.0,Stonnington City Council,1.0,1.0,1.0,593.598993361392,160.2564003565711,440000.0
Armadale,2,u,S,Jellis,6.3,Southern Metropolitan,4836.0,Stonnington City Council,2.0,1.0,1.0,593.598993361392,82.0,750000.0
Armadale,2,h,S,Jellis,6.3,Southern Metropolitan,4836.0,Stonnington City Council,2.0,1.0,1.0,181.0,80.0,1460000.0
Armadale,2,h,S,Marshall,6.3,Southern Metropolitan,4836.0,Stonnington City Council,2.0,2.0,2.0,269.0,128.0,1726000.0
Ascot Vale,4,h,SP,Nelson,4.3,Western Metropolitan,6567.0,Moonee Valley City Council,4.0,2.0,2.0,593.598993361392,257.0,2300000.0
Ascot Vale,2,t,S,Brad,4.3,Western Metropolitan,6567.0,Moonee Valley City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,692500.0
Ashburton,3,t,VB,Fletchers,10.2,Southern Metropolitan,3052.0,Boroondara City Council,3.0,2.0,2.0,593.598993361392,178.0,1200000.0
Ashburton,4,h,S,Jellis,10.2,Southern Metropolitan,3052.0,Boroondara City Council,4.0,3.0,2.0,391.0,203.0,1920000.0
Ashwood,3,h,S,Jellis,10.2,Southern Metropolitan,2894.0,Monash City Council,3.0,1.0,2.0,787.0,115.0,1575000.0
Ashwood,3,t,SP,Ray,10.2,Southern Metropolitan,2894.0,Monash City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,940000.0
Aspendale,4,h,S,hockingstuart,21.5,South-Eastern Metropolitan,2824.0,Kingston City Council,4.0,2.0,3.0,549.0,160.2564003565711,1362000.0
Avondale Heights,3,h,S,Barry,9.5,Western Metropolitan,4502.0,Moonee Valley City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,950000.0
Balwyn,4,h,S,Jellis,7.9,Southern Metropolitan,5682.0,Boroondara City Council,4.0,2.0,2.0,766.0,160.2564003565711,2115000.0
Balwyn,1,u,VB,Noel,7.9,Southern Metropolitan,5682.0,Boroondara City Council,1.0,1.0,1.0,593.598993361392,160.2564003565711,500000.0
Balwyn,5,h,S,Marshall,7.9,Southern Metropolitan,5682.0,Boroondara City Council,5.0,3.0,2.0,671.0,160.2564003565711,2562000.0
Balwyn,3,h,S,Noel,7.9,Southern Metropolitan,5682.0,Boroondara City Council,3.0,1.0,1.0,593.598993361392,123.0,2200000.0
Balwyn,6,h,PI,Jellis,7.9,Southern Metropolitan,5682.0,Boroondara City Council,6.0,3.0,2.0,845.0,160.2564003565711,2100000.0
Balwyn North,3,h,PI,Noel,9.7,Southern Metropolitan,7809.0,Boroondara City Council,3.0,1.0,1.0,912.0,160.2564003565711,1900000.0
Balwyn North,4,h,PI,hockingstuart,9.7,Southern Metropolitan,7809.0,Boroondara City Council,4.0,3.0,4.0,958.0,255.0,2000000.0
Balwyn North,4,h,S,Fletchers,9.7,Southern Metropolitan,7809.0,Boroondara City Council,4.0,2.0,2.0,746.0,160.2564003565711,2400000.0
Balwyn North,4,h,PI,Barry,9.7,Southern Metropolitan,7809.0,Boroondara City Council,4.0,2.0,2.0,654.0,334.0,2270000.0
Balwyn North,5,h,VB,Jellis,9.7,Southern Metropolitan,7809.0,Boroondara City Council,5.0,4.0,2.0,708.0,160.2564003565711,2600000.0
Balwyn North,3,h,S,Fletchers,9.7,Southern Metropolitan,7809.0,Boroondara City Council,3.0,1.0,2.0,923.0,160.2564003565711,2321000.0
Balwyn North,3,h,S,Fletchers,9.7,Southern Metropolitan,7809.0,Boroondara City Council,3.0,2.0,1.0,632.0,144.0,1890000.0
Bayswater,2,h,VB,McGrath,23.2,Eastern Metropolitan,5030.0,Knox City Council,2.0,1.0,1.0,593.598993361392,63.0,425000.0
Beaumaris,4,h,S,Hodges,17.3,Southern Metropolitan,5366.0,Bayside City Council,4.0,2.0,2.0,593.598993361392,160.2564003565711,1740000.0
Bellfield,2,h,PI,Nelson,8.8,Eastern Metropolitan,790.0,Banyule City Council,2.0,1.0,1.0,593.598993361392,81.0,600000.0
Bentleigh,4,h,S,Jellis,11.4,Southern Metropolitan,6795.0,Glen Eira City Council,4.0,2.0,2.0,557.0,220.0,1895000.0
Bentleigh,2,h,PI,Buxton,11.4,Southern Metropolitan,6795.0,Glen Eira City Council,2.0,1.0,2.0,593.598993361392,160.2564003565711,1110000.0
Bentleigh,2,t,S,McGrath,11.4,Southern Metropolitan,6795.0,Glen Eira City Council,2.0,2.0,1.0,593.598993361392,94.0,870000.0
Bentleigh East,4,t,PI,Ray,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,4.0,3.0,2.0,593.598993361392,213.0,1225000.0
Bentleigh East,4,h,PI,Buxton,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,1250000.0
Bentleigh East,4,h,S,Ray,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,4.0,1.0,2.0,579.0,160.2564003565711,1115000.0
Bentleigh East,6,h,PI,Jellis,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,4.0,3.0,4.0,593.598993361392,160.2564003565711,1350000.0
Bentleigh East,4,t,S,Jellis,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,4.0,3.0,2.0,593.598993361392,160.2564003565711,1230000.0
Bentleigh East,3,h,S,Buxton,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,1165000.0
Bentleigh East,3,h,SP,Buxton,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,3.0,2.0,3.0,593.598993361392,160.2564003565711,1430000.0
Bentleigh East,3,t,PI,Buxton,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,1077000.0
Bentleigh East,3,t,SP,Buxton,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,3.0,2.0,2.0,335.0,239.0,1280000.0
Bentleigh East,2,u,S,Jellis,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,2.0,2.0,1.0,212.0,160.2564003565711,690000.0
Bentleigh East,3,h,PI,Jellis,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,3.0,1.0,2.0,593.598993361392,160.2564003565711,980000.0
Bentleigh East,4,h,S,Jellis,13.8,Southern Metropolitan,10969.0,Glen Eira City Council,4.0,1.0,2.0,581.0,167.0,1595000.0
Berwick,3,h,S,Peake,35.2,Eastern Victoria,17093.0,Casey City Council,3.0,1.0,2.0,593.598993361392,160.2564003565711,730000.0
Berwick,4,h,SP,O'Brien,35.2,Eastern Victoria,17093.0,Casey City Council,4.0,2.0,2.0,593.598993361392,190.0,710000.0
Black Rock,2,u,S,Chisholm,17.3,Southern Metropolitan,2866.0,Bayside City Council,2.0,1.0,1.0,593.598993361392,160.2564003565711,799000.0
Blackburn,3,t,S,Jellis,13.4,Eastern Metropolitan,5713.0,Whitehorse City Council,3.0,1.0,1.0,300.0,160.2564003565711,881000.0
Blackburn North,4,h,S,Noel,13.4,Eastern Metropolitan,2867.0,Whitehorse City Council,4.0,2.0,2.0,543.0,160.2564003565711,1300000.0
Blackburn South,3,h,S,Ray,13.4,Eastern Metropolitan,4387.0,Whitehorse City Council,3.0,1.0,3.0,593.598993361392,118.0,1000000.0
Briar Hill,4,h,S,Flannagan,16.1,Eastern Metropolitan,1390.0,Banyule City Council,4.0,2.0,1.0,593.598993361392,160.2564003565711,880000.0
Briar Hill,2,t,S,Barry,16.1,Eastern Metropolitan,1390.0,Banyule City Council,2.0,2.0,1.0,189.0,160.2564003565711,625000.0
Brighton,3,u,SP,Marshall,10.5,Southern Metropolitan,10579.0,Bayside City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,1500000.0
Brighton,4,t,S,Buxton,10.5,Southern Metropolitan,10579.0,Bayside City Council,4.0,3.0,2.0,593.598993361392,160.2564003565711,2020000.0
Brighton,4,h,VB,Marshall,10.5,Southern Metropolitan,10579.0,Bayside City Council,4.0,4.0,4.0,753.0,160.2564003565711,3100000.0
Brighton,4,h,VB,Jellis,10.5,Southern Metropolitan,10579.0,Bayside City Council,4.0,3.0,3.0,421.0,170.0,1850000.0
Brighton,3,h,S,Nick,10.5,Southern Metropolitan,10579.0,Bayside City Council,3.0,2.0,2.0,593.598993361392,222.0,2020000.0
Brighton,4,h,S,Nick,10.5,Southern Metropolitan,10579.0,Bayside City Council,4.0,3.0,2.0,560.0,160.2564003565711,2770000.0
Brighton,3,t,VB,Buxton,10.5,Southern Metropolitan,10579.0,Bayside City Council,3.0,1.0,2.0,593.598993361392,101.0,1200000.0
Brighton,4,h,S,Woodards,10.5,Southern Metropolitan,10579.0,Bayside City Council,4.0,1.0,2.0,593.598993361392,177.0,1740000.0
Brighton,2,u,SP,Jellis,10.5,Southern Metropolitan,10579.0,Bayside City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,1250000.0
Brighton East,4,h,S,Hodges,10.3,Southern Metropolitan,6938.0,Bayside City Council,4.0,3.0,2.0,221.0,160.2564003565711,1300000.0
Broadmeadows,3,h,S,Stockdale,14.0,Northern Metropolitan,4294.0,Hume City Council,3.0,1.0,5.0,670.0,160.2564003565711,637000.0
Broadmeadows,2,t,S,YPA,14.0,Northern Metropolitan,4294.0,Hume City Council,2.0,1.0,1.0,593.598993361392,108.0,431000.0
Broadmeadows,3,h,S,YPA,14.0,Northern Metropolitan,4294.0,Hume City Council,3.0,1.0,1.0,593.598993361392,112.0,582000.0
Broadmeadows,3,h,S,YPA,14.0,Northern Metropolitan,4294.0,Hume City Council,3.0,1.0,1.0,697.0,160.2564003565711,1335000.0
Broadmeadows,2,h,S,Nicholson,14.0,Northern Metropolitan,4294.0,Hume City Council,3.0,1.0,2.0,593.598993361392,75.0,625000.0
Broadmeadows,3,h,S,Walshe,14.0,Northern Metropolitan,4294.0,Hume City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,568000.0
Brunswick,4,h,S,Nelson,5.2,Northern Metropolitan,11918.0,Moreland City Council,4.0,2.0,2.0,593.598993361392,140.0,1315000.0
Brunswick,2,u,S,Nelson,5.2,Northern Metropolitan,11918.0,Moreland City Council,2.0,1.0,1.0,593.598993361392,160.2564003565711,505000.0
Brunswick,2,t,S,Ray,5.2,Northern Metropolitan,11918.0,Moreland City Council,2.0,2.0,1.0,593.598993361392,90.0,695000.0
Brunswick,3,h,S,Walshe,5.2,Northern Metropolitan,11918.0,Moreland City Council,3.0,1.0,1.0,277.0,160.2564003565711,905000.0
Brunswick East,1,u,S,Jellis,4.0,Northern Metropolitan,5533.0,Moreland City Council,1.0,1.0,1.0,682.0,34.0,320000.0
Brunswick East,1,u,SP,McGrath,4.0,Northern Metropolitan,5533.0,Moreland City Council,1.0,1.0,0.0,593.598993361392,43.0,360000.0
Brunswick East,2,h,S,hockingstuart,4.0,Northern Metropolitan,5533.0,Moreland City Council,2.0,1.0,0.0,593.598993361392,160.2564003565711,910000.0
Brunswick West,5,h,S,Ray,5.2,Northern Metropolitan,7082.0,Moreland City Council,5.0,3.0,1.0,593.598993361392,233.0,1450000.0
Brunswick West,2,t,PI,Jellis,5.2,Northern Metropolitan,7082.0,Moreland City Council,2.0,1.0,1.0,593.598993361392,75.0,580000.0
Brunswick West,2,u,SP,Jellis,5.2,Northern Metropolitan,7082.0,Moreland City Council,2.0,1.0,1.0,593.598993361392,0.0,461500.0
Brunswick West,2,t,VB,Nelson,5.2,Northern Metropolitan,7082.0,Moreland City Council,2.0,1.0,1.0,593.598993361392,92.0,650000.0
Bulleen,3,h,S,Barry,10.8,Eastern Metropolitan,4480.0,Manningham City Council,3.0,1.0,1.0,757.0,160.2564003565711,1230000.0
Bulleen,4,h,S,Purplebricks,10.8,Eastern Metropolitan,4480.0,Manningham City Council,4.0,2.0,2.0,602.0,170.0,1240000.0
Bundoora,4,h,S,Ray,12.1,Northern Metropolitan,10175.0,Banyule City Council,3.0,2.0,2.0,593.598993361392,245.0,1020000.0
Bundoora,3,h,S,Barry,12.1,Northern Metropolitan,10175.0,Banyule City Council,3.0,1.0,2.0,896.0,139.0,1234000.0
Burwood,3,h,S,Buxton,10.4,Southern Metropolitan,5678.0,Monash City Council,3.0,2.0,2.0,708.0,160.2564003565711,1588000.0
Burwood East,3,h,VB,Fletchers,14.7,Eastern Metropolitan,4048.0,Whitehorse City Council,4.0,2.0,2.0,788.0,108.0,1000000.0
Camberwell,3,h,PI,Jellis,7.7,Southern Metropolitan,8920.0,Boroondara City Council,3.0,2.0,2.0,593.598993361392,205.0,1901000.0
Camberwell,4,h,PI,Marshall,7.7,Southern Metropolitan,8920.0,Boroondara City Council,4.0,3.0,2.0,593.598993361392,224.0,2600000.0
Camberwell,3,u,S,Noel,7.7,Southern Metropolitan,8920.0,Boroondara City Council,3.0,2.0,2.0,593.598993361392,160.2564003565711,905000.0
Campbellfield,4,h,VB,Raine,16.6,Northern Metropolitan,1889.0,Hume City Council,4.0,2.0,4.0,688.0,175.0,650000.0
Canterbury,5,h,PI,RT,8.4,Southern Metropolitan,3265.0,Boroondara City Council,5.0,2.0,4.0,692.0,160.2564003565711,2550000.0
Canterbury,3,h,VB,Jellis,8.4,Southern Metropolitan,3265.0,Boroondara City Council,3.0,2.0,2.0,593.598993361392,150.0,1750000.0
Carlton,2,h,S,Nelson,1.6,Northern Metropolitan,6786.0,Melbourne City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,956000.0
Carlton North,2,h,S,Jellis,3.5,Northern Metropolitan,3106.0,Melbourne City Council,2.0,1.0,0.0,158.0,112.0,1540000.0
Carnegie,3,u,S,Woodards,10.1,Southern Metropolitan,7822.0,Glen Eira City Council,3.0,2.0,2.0,593.598993361392,160.2564003565711,1077000.0
Carnegie,2,u,S,Woodards,10.1,Southern Metropolitan,7822.0,Glen Eira City Council,2.0,1.0,2.0,593.598993361392,67.0,732500.0
Caroline Springs,3,h,S,Bells,14.8,Western Metropolitan,7719.0,Melton City Council,3.0,2.0,3.0,660.0,160.2564003565711,700000.0
Carrum,3,u,S,hockingstuart,31.2,South-Eastern Metropolitan,1989.0,Kingston City Council,3.0,2.0,2.0,593.598993361392,160.2564003565711,682500.0
Caulfield North,2,h,S,Jellis,7.8,Southern Metropolitan,6923.0,Glen Eira City Council,2.0,1.0,1.0,593.598993361392,111.0,1160000.0
Caulfield South,3,h,S,hockingstuart,8.7,Southern Metropolitan,5051.0,Glen Eira City Council,3.0,2.0,1.0,593.598993361392,160.2564003565711,1390000.0
Caulfield South,5,h,PI,Gary,8.7,Southern Metropolitan,5051.0,Glen Eira City Council,5.0,4.0,2.0,554.0,312.0,2450000.0
Chadstone,3,h,S,Bekdon,11.7,Southern Metropolitan,3582.0,Monash City Council,3.0,1.0,0.0,593.598993361392,160.2564003565711,1259000.0
Chelsea Heights,3,h,SP,hockingstuart,27.0,South-Eastern Metropolitan,2076.0,Kingston City Council,3.0,1.0,1.0,650.0,138.0,710000.0
Cheltenham,2,u,SP,Thomson,17.9,Southern Metropolitan,9758.0,Bayside City Council,2.0,1.0,1.0,593.598993361392,160.2564003565711,681000.0
Cheltenham,2,t,SP,Greg,17.9,Southern Metropolitan,9758.0,Bayside City Council,2.0,2.0,1.0,836.0,112.0,955000.0
Cheltenham,3,h,S,Buxton,17.9,Southern Metropolitan,9758.0,Bayside City Council,3.0,1.0,1.0,584.0,133.0,1230000.0
Clarinda,5,h,S,Gary,17.5,South-Eastern Metropolitan,2727.0,Kingston City Council,5.0,2.0,2.0,402.0,177.0,883300.0
Clarinda,3,h,S,C21,17.5,South-Eastern Metropolitan,2727.0,Kingston City Council,3.0,1.0,2.0,532.0,114.0,790000.0
Clayton,2,h,S,Ray,16.7,South-Eastern Metropolitan,5837.0,Monash City Council,2.0,1.0,1.0,593.598993361392,160.2564003565711,753000.0
Clayton,2,u,SP,Harcourts,16.7,South-Eastern Metropolitan,5837.0,Monash City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,615000.0
Clifton Hill,3,h,S,Collins,3.6,Northern Metropolitan,2954.0,Yarra City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,1890000.0
Clifton Hill,3,h,S,Nelson,3.6,Northern Metropolitan,2954.0,Yarra City Council,3.0,3.0,1.0,593.598993361392,160.2564003565711,1457500.0
Clifton Hill,3,t,S,Jellis,3.6,Northern Metropolitan,2954.0,Yarra City Council,3.0,2.0,1.0,593.598993361392,160.2564003565711,1330000.0
Clifton Hill,2,h,S,Collins,3.6,Northern Metropolitan,2954.0,Yarra City Council,2.0,1.0,0.0,146.0,104.0,1310000.0
Clifton Hill,5,h,S,Nelson,3.6,Northern Metropolitan,2954.0,Yarra City Council,5.0,2.0,0.0,593.598993361392,239.0,3900000.0
Coburg,3,h,S,Nelson,6.7,Northern Metropolitan,11204.0,Darebin City Council,3.0,1.0,1.0,379.0,107.0,880000.0
Coburg,2,t,SP,Jellis,6.7,Northern Metropolitan,11204.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,630000.0
Coburg,3,h,S,Nelson,6.7,Northern Metropolitan,11204.0,Darebin City Council,3.0,1.0,2.0,392.0,98.0,1070000.0
Coburg,5,h,VB,Nelson,6.7,Northern Metropolitan,11204.0,Darebin City Council,5.0,3.0,4.0,900.0,180.0,1500000.0
Coburg,4,h,S,Brad,6.7,Northern Metropolitan,11204.0,Darebin City Council,4.0,2.0,1.0,430.0,155.0,1085000.0
Coburg,3,h,S,Love,6.7,Northern Metropolitan,11204.0,Darebin City Council,3.0,1.0,1.0,593.598993361392,160.2564003565711,1010000.0
Coburg North,3,h,S,Jellis,6.7,Northern Metropolitan,3445.0,Darebin City Council,3.0,1.0,3.0,593.598993361392,160.2564003565711,864000.0
Collingwood,1,u,S,Jellis,2.0,Northern Metropolitan,4553.0,Yarra City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,550000.0
Craigieburn,4,h,PI,YPA,20.6,Northern Metropolitan,15510.0,Hume City Council,4.0,2.0,2.0,480.0,160.2564003565711,640000.0
Craigieburn,4,h,S,Barry,20.6,Northern Metropolitan,15510.0,Hume City Council,4.0,2.0,1.0,593.598993361392,160.2564003565711,477000.0
Craigieburn,3,h,S,YPA,20.6,Northern Metropolitan,15510.0,Hume City Council,3.0,1.0,0.0,947.0,132.0,582500.0
Craigieburn,4,h,SP,Ray,20.6,Northern Metropolitan,15510.0,Hume City Council,4.0,2.0,2.0,312.0,148.0,480000.0
Craigieburn,2,t,S,Ray,20.6,Northern Metropolitan,15510.0,Hume City Council,2.0,1.0,2.0,593.598993361392,160.2564003565711,358000.0
Craigieburn,4,h,S,Barry,20.6,Northern Metropolitan,15510.0,Hume City Council,4.0,2.0,2.0,484.0,159.0,523000.0
Craigieburn,3,h,S,Ray,20.6,Northern Metropolitan,15510.0,Hume City Council,3.0,2.0,1.0,321.0,150.0,485000.0
Craigieburn,4,h,SA,HAR,20.6,Northern Metropolitan,15510.0,Hume City Council,4.0,2.0,2.0,511.0,160.2564003565711,800000.0
Craigieburn,4,h,S,Ray,20.6,Northern Metropolitan,15510.0,Hume City Council,4.0,2.0,2.0,448.0,160.2564003565711,632000.0
Cranbourne,3,h,S,O'Brien,34.7,South-Eastern Metropolitan,7680.0,Casey City Council,3.0,2.0,2.0,593.598993361392,129.0,545000.0
Croydon,4,h,S,RW,23.0,Eastern Metropolitan,11925.0,Maroondah City Council,4.0,2.0,2.0,1880.0,255.0,1152000.0
Dallas,3,h,S,Barry,14.0,Northern Metropolitan,2246.0,Hume City Council,3.0,1.0,2.0,560.0,108.0,475000.0
Dandenong,3,h,SP,C21,24.7,South-Eastern Metropolitan,10894.0,Greater Dandenong City Council,3.0,2.0,1.0,593.598993361392,137.0,558000.0
Dandenong,3,h,S,O'Brien,24.7,South-Eastern Metropolitan,10894.0,Greater Dandenong City Council,3.0,1.0,1.0,593.598993361392,160.2564003565711,789000.0
Deer Park,3,h,S,HAR,14.8,Western Metropolitan,6388.0,Brimbank City Council,3.0,1.0,2.0,712.0,160.2564003565711,635000.0
Diamond Creek,3,h,S,Flannagan,21.8,Northern Victoria,4258.0,Nillumbik Shire Council,3.0,2.0,2.0,593.598993361392,179.0,740000.0
Dingley Village,3,h,S,Ray,22.2,South-Eastern Metropolitan,3940.0,Kingston City Council,3.0,2.0,2.0,534.0,160.2564003565711,871000.0
Dingley Village,4,h,PI,Barry,22.2,South-Eastern Metropolitan,3940.0,Kingston City Council,4.0,2.0,2.0,364.0,210.0,970000.0
Docklands,2,u,S,Dingle,1.4,Southern Metropolitan,4707.0,Melbourne City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,430000.0
Doncaster,4,h,VB,Fletchers,12.4,Eastern Metropolitan,9028.0,Manningham City Council,4.0,2.0,1.0,650.0,160.2564003565711,1200000.0
Doncaster,3,h,S,Jellis,12.4,Eastern Metropolitan,9028.0,Manningham City Council,3.0,1.0,2.0,723.0,160.2564003565711,1410000.0
Doncaster East,4,t,PI,Barry,14.3,Eastern Metropolitan,10999.0,Manningham City Council,4.0,3.0,2.0,593.598993361392,280.0,980000.0
Doncaster East,3,t,VB,Jellis,14.3,Eastern Metropolitan,10999.0,Manningham City Council,3.0,2.0,2.0,593.598993361392,141.0,920000.0
Doncaster East,4,h,SP,Jellis,14.3,Eastern Metropolitan,10999.0,Manningham City Council,4.0,3.0,2.0,654.0,160.2564003565711,1320000.0
Doncaster East,3,h,VB,Jellis,14.3,Eastern Metropolitan,10999.0,Manningham City Council,3.0,2.0,2.0,593.598993361392,160.2564003565711,900000.0
Doncaster East,3,h,S,Jellis,14.3,Eastern Metropolitan,10999.0,Manningham City Council,3.0,1.0,2.0,656.0,160.2564003565711,1408000.0
Donvale,5,h,SP,Woodards,16.1,Eastern Metropolitan,4790.0,Manningham City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,1900000.0
Donvale,4,h,PI,Barry,16.1,Eastern Metropolitan,4790.0,Manningham City Council,4.0,2.0,2.0,375.0,254.0,1200000.0
Donvale,3,h,S,Barry,16.1,Eastern Metropolitan,4790.0,Manningham City Council,3.0,2.0,2.0,243.0,150.0,988000.0
Doreen,3,h,S,HAR,25.9,Northern Victoria,7254.0,Nillumbik Shire Council,3.0,2.0,2.0,593.598993361392,153.0,472000.0
Doveton,3,h,S,REMAX,28.8,South-Eastern Metropolitan,3533.0,Casey City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,457000.0
Doveton,3,h,S,REMAX,28.8,South-Eastern Metropolitan,3533.0,Casey City Council,3.0,1.0,2.0,593.598993361392,105.0,451000.0
Eaglemont,3,h,S,Nelson,8.9,Eastern Metropolitan,1651.0,Banyule City Council,3.0,2.0,2.0,780.0,160.2564003565711,1925000.0
Edithvale,3,h,SP,Eview,27.0,South-Eastern Metropolitan,2546.0,Kingston City Council,3.0,1.0,3.0,694.0,136.0,875000.0
Edithvale,3,h,PI,Hodges,27.0,South-Eastern Metropolitan,2546.0,Kingston City Council,3.0,2.0,2.0,593.598993361392,126.0,995000.0
Elsternwick,4,h,VB,Biggin,7.2,Southern Metropolitan,4898.0,Glen Eira City Council,4.0,2.0,1.0,593.598993361392,160.2564003565711,2350000.0
Elsternwick,2,u,SP,hockingstuart,7.2,Southern Metropolitan,4898.0,Glen Eira City Council,2.0,1.0,2.0,593.598993361392,77.0,566000.0
Elsternwick,1,u,S,Biggin,7.2,Southern Metropolitan,4898.0,Glen Eira City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,330000.0
Elsternwick,3,h,S,Biggin,7.2,Southern Metropolitan,4898.0,Glen Eira City Council,3.0,2.0,1.0,346.0,180.0,2105000.0
Elsternwick,4,h,PI,Biggin,7.2,Southern Metropolitan,4898.0,Glen Eira City Council,4.0,2.0,1.0,390.0,120.0,2410000.0
Eltham,3,h,VB,Morrison,18.0,Eastern Metropolitan,6990.0,Banyule City Council,3.0,2.0,2.0,868.0,135.0,810000.0
Eltham North,3,h,S,Barry,18.0,Eastern Metropolitan,2346.0,Banyule City Council,3.0,1.0,1.0,593.598993361392,160.2564003565711,901000.0
Eltham North,6,h,S,Barry,18.0,Eastern Metropolitan,2346.0,Banyule City Council,6.0,3.0,4.0,966.0,332.0,1115000.0
Elwood,2,u,S,hockingstuart,7.2,Southern Metropolitan,8989.0,Port Phillip City Council,2.0,1.0,1.0,593.598993361392,160.2564003565711,521000.0
Elwood,3,h,S,hockingstuart,7.2,Southern Metropolitan,8989.0,Port Phillip City Council,3.0,1.0,2.0,1730.0,152.0,1380000.0
Epping,3,h,S,hockingstuart,19.6,Northern Metropolitan,10926.0,Whittlesea City Council,3.0,2.0,3.0,593.598993361392,177.0,600000.0
Epping,3,h,S,Ray,19.6,Northern Metropolitan,10926.0,Whittlesea City Council,3.0,2.0,2.0,593.598993361392,161.0,631000.0
Epping,3,h,S,hockingstuart,19.6,Northern Metropolitan,10926.0,Whittlesea City Council,3.0,1.0,2.0,553.0,160.2564003565711,678000.0
Epping,4,h,S,Ray,19.6,Northern Metropolitan,10926.0,Whittlesea City Council,4.0,2.0,2.0,647.0,160.2564003565711,681000.0
Essendon,2,u,S,Nelson,7.5,Western Metropolitan,9264.0,Moonee Valley City Council,2.0,1.0,1.0,593.598993361392,82.0,485000.0
Essendon,2,u,S,Barry,7.5,Western Metropolitan,9264.0,Moonee Valley City Council,2.0,1.0,1.0,593.598993361392,0.0,491000.0
Essendon,4,h,S,Nelson,7.5,Western Metropolitan,9264.0,Moonee Valley City Council,4.0,4.0,3.0,543.0,259.0,1600000.0
