temperature,rainfall,humidity,yeild_apples
100.00,58.00,83.00,83.10
80.00,65.00,58.00,66.00
28.00,51.00,75.00,56.10
39.00,34.00,26.00,31.50
76.00,50.00,36.00,50.80
35.00,35.00,63.00,49.00
72.00,24.00,49.00,50.90
69.00,39.00,66.00,61.50
98.00,62.00,51.00,67.30
70.00,76.00,46.00,59.20
90.00,23.00,53.00,58.10
33.00,74.00,83.00,66.20
78.00,20.00,80.00,67.40
100.00,73.00,49.00,69.10
74.00,76.00,67.00,70.90
84.00,70.00,89.00,83.70
63.00,90.00,24.00,48.90
33.00,52.00,91.00,65.80
32.00,53.00,44.00,42.20
41.00,36.00,68.00,53.50
73.00,35.00,54.00,55.90
93.00,70.00,58.00,70.90
56.00,30.00,54.00,49.80
67.00,58.00,26.00,44.70
61.00,25.00,43.00,44.80
27.00,95.00,85.00,69.60
70.00,25.00,28.00,40.00
93.00,69.00,63.00,73.20
28.00,53.00,53.00,45.50
99.00,94.00,32.00,64.50
52.00,79.00,73.00,67.90
79.00,63.00,95.00,83.80
27.00,88.00,24.00,37.70
85.00,82.00,45.00,64.40
85.00,91.00,32.00,59.70
20.00,94.00,84.00,66.80
22.00,81.00,82.00,63.80
41.00,45.00,80.00,61.30
39.00,57.00,30.00,38.10
46.00,22.00,27.00,31.70
23.00,76.00,62.00,53.10
48.00,21.00,88.00,62.60
48.00,55.00,52.00,51.40
61.00,55.00,67.00,62.80
47.00,25.00,46.00,42.10
52.00,88.00,54.00,60.20
99.00,94.00,51.00,74.00
63.00,75.00,82.00,74.90
56.00,42.00,87.00,68.70
34.00,91.00,53.00,54.90
81.00,62.00,86.00,79.70
31.00,99.00,44.00,51.10
50.00,57.00,98.00,75.40
30.00,24.00,33.00,30.30
70.00,75.00,58.00,65.00
50.00,62.00,50.00,52.40
70.00,88.00,79.00,78.10
81.00,68.00,81.00,78.40
91.00,94.00,50.00,71.10
42.00,94.00,32.00,47.40
57.00,51.00,76.00,65.30
21.00,22.00,22.00,21.70
39.00,34.00,66.00,51.50
78.00,80.00,65.00,71.90
54.00,50.00,79.00,65.70
34.00,52.00,20.00,30.60
28.00,92.00,30.00,41.80
62.00,98.00,26.00,51.20
95.00,45.00,69.00,72.00
88.00,38.00,98.00,83.00
48.00,31.00,32.00,36.60
27.00,85.00,31.00,40.60
35.00,85.00,47.00,51.00
84.00,63.00,98.00,86.80
90.00,74.00,97.00,90.30
93.00,54.00,85.00,81.20
61.00,37.00,99.00,75.20
44.00,29.00,32.00,35.00
60.00,43.00,79.00,66.10
39.00,79.00,89.00,72.00
90.00,51.00,65.00,69.70
78.00,74.00,29.00,52.70
97.00,46.00,39.00,57.80
44.00,65.00,95.00,73.70
69.00,82.00,35.00,54.60
55.00,92.00,86.00,77.90
58.00,51.00,63.00,59.10
82.00,54.00,91.00,80.90
75.00,49.00,53.00,58.80
28.00,47.00,47.00,41.30
78.00,52.00,98.00,82.80
33.00,65.00,20.00,32.90
88.00,28.00,34.00,49.00
52.00,63.00,77.00,66.70
44.00,23.00,63.00,49.30
22.00,35.00,41.00,34.10
67.00,50.00,55.00,57.60
34.00,35.00,70.00,52.20
37.00,32.00,76.00,55.50
86.00,94.00,69.00,79.10
70.00,61.00,48.00,57.20
40.00,36.00,41.00,39.70
34.00,71.00,30.00,39.40
39.00,79.00,57.00,56.00
47.00,72.00,28.00,42.50
39.00,42.00,65.00,52.60
54.00,50.00,51.00,51.70
31.00,32.00,57.00,44.20
92.00,94.00,33.00,62.90
86.00,21.00,96.00,78.00
83.00,53.00,75.00,73.00
79.00,52.00,64.00,66.10
39.00,98.00,88.00,75.30
56.00,24.00,81.00,62.10
83.00,52.00,68.00,69.30
32.00,87.00,34.00,44.00
50.00,53.00,52.00,51.60
66.00,62.00,85.00,74.70
33.00,91.00,45.00,50.60
78.00,33.00,96.00,78.00
38.00,27.00,67.00,50.30
71.00,90.00,53.00,65.80
77.00,90.00,29.00,55.60
80.00,97.00,60.00,73.40
37.00,65.00,89.00,68.60
37.00,91.00,79.00,68.80
32.00,47.00,72.00,55.00
34.00,48.00,52.00,45.80
97.00,37.00,79.00,76.00
69.00,93.00,91.00,84.80
20.00,50.00,68.00,50.00
27.00,63.00,21.00,31.20
87.00,68.00,87.00,83.20
100.00,37.00,68.00,71.40
70.00,29.00,53.00,53.30
38.00,47.00,25.00,33.30
82.00,90.00,42.00,63.60
96.00,59.00,37.00,59.10
60.00,52.00,29.00,42.90
38.00,81.00,32.00,43.60
72.00,66.00,23.00,46.30
73.00,68.00,98.00,84.50
86.00,41.00,41.00,54.50
32.00,43.00,53.00,44.70
78.00,68.00,47.00,60.50
86.00,80.00,24.00,53.80
25.00,79.00,38.00,42.30
43.00,51.00,31.00,38.60
33.00,63.00,80.00,62.50
58.00,92.00,42.00,56.80
93.00,82.00,26.00,57.30
97.00,58.00,23.00,52.20
69.00,70.00,68.00,68.70
100.00,22.00,28.00,48.40
48.00,82.00,86.00,73.80
29.00,81.00,87.00,68.40
97.00,90.00,70.00,82.10
20.00,62.00,93.00,64.90
40.00,83.00,27.00,42.10
35.00,27.00,65.00,48.40
38.00,86.00,21.00,39.10
80.00,56.00,52.00,61.20
43.00,49.00,35.00,40.20
76.00,49.00,72.00,68.60
24.00,30.00,79.00,52.70
45.00,50.00,49.00,48.00
53.00,63.00,90.00,73.50
85.00,58.00,61.00,67.60
50.00,48.00,54.00,51.60
30.00,36.00,77.00,54.70
40.00,42.00,81.00,60.90
61.00,81.00,41.00,55.00
95.00,32.00,80.00,74.90
41.00,54.00,67.00,56.60
98.00,35.00,24.00,48.40
22.00,61.00,81.00,59.30
49.00,51.00,85.00,67.40
24.00,43.00,40.00,35.80
21.00,21.00,24.00,22.50
73.00,49.00,73.00,68.20
84.00,96.00,78.00,83.40
80.00,71.00,91.00,83.70
65.00,27.00,78.00,63.90
22.00,93.00,52.00,51.20
31.00,71.00,52.00,49.50
59.00,25.00,22.00,33.70
56.00,63.00,52.00,55.40
61.00,40.00,45.00,48.80
58.00,100.00,22.00,48.40
76.00,60.00,57.00,63.30
64.00,50.00,57.00,57.70
69.00,98.00,30.00,55.30
43.00,29.00,68.00,52.70
99.00,72.00,63.00,75.60
37.00,70.00,68.00,59.10
48.00,88.00,55.00,59.50
62.00,34.00,83.00,66.90
98.00,72.00,23.00,55.30
79.00,47.00,46.00,56.10
27.00,49.00,71.00,53.40
50.00,77.00,22.00,41.40
91.00,30.00,87.00,76.80
38.00,100.00,79.00,70.90
97.00,92.00,62.00,78.50
93.00,70.00,94.00,88.90
66.00,57.00,68.00,65.20
51.00,67.00,44.00,50.70
30.00,34.00,23.00,27.30
32.00,100.00,70.00,64.60
45.00,75.00,24.00,40.50
52.00,63.00,89.00,72.70
82.00,28.00,81.00,70.70
55.00,44.00,45.00,47.80
84.00,56.00,63.00,67.90
94.00,84.00,65.00,77.50
38.00,82.00,50.00,52.80
98.00,24.00,36.00,52.20
32.00,31.00,61.00,46.30
68.00,49.00,72.00,66.20
97.00,86.00,84.00,88.30
37.00,41.00,62.00,50.30
90.00,72.00,98.00,90.40
99.00,20.00,81.00,74.20
37.00,80.00,76.00,65.10
96.00,24.00,79.00,73.10
52.00,28.00,25.00,33.70
69.00,67.00,40.00,54.10
48.00,79.00,21.00,40.70
58.00,36.00,72.00,60.60
35.00,89.00,69.00,62.80
46.00,54.00,76.00,62.60
41.00,60.00,48.00,48.30
76.00,71.00,80.00,77.00
44.00,83.00,56.00,57.80
46.00,88.00,40.00,51.40
21.00,43.00,48.00,38.90
58.00,20.00,44.00,43.40
94.00,69.00,78.00,81.00
71.00,43.00,33.00,46.40
31.00,65.00,64.00,54.30
68.00,99.00,78.00,79.20
39.00,39.00,39.00,39.00
34.00,80.00,94.00,73.20
76.00,72.00,61.00,67.70
87.00,97.00,96.00,93.50
85.00,94.00,87.00,87.80
77.00,63.00,88.00,79.70
69.00,93.00,25.00,51.80
82.00,100.00,59.00,74.10
72.00,60.00,82.00,74.60
52.00,74.00,43.00,51.90
73.00,80.00,100.00,87.90
44.00,70.00,54.00,54.20
46.00,60.00,66.00,58.80
61.00,60.00,83.00,71.80
80.00,97.00,83.00,84.90
90.00,77.00,84.00,84.40
90.00,55.00,95.00,85.50
74.00,93.00,72.00,76.80
33.00,21.00,42.00,35.10
69.00,74.00,78.00,74.50
50.00,75.00,73.00,66.50
91.00,46.00,86.00,79.50
31.00,81.00,65.00,58.00
80.00,83.00,50.00,65.60
90.00,96.00,88.00,90.20
66.00,54.00,86.00,73.60
38.00,32.00,61.00,48.30
36.00,80.00,78.00,65.80
61.00,87.00,94.00,82.70
66.00,45.00,23.00,40.30
86.00,86.00,54.00,70.00
38.00,60.00,50.00,48.40
45.00,41.00,65.00,54.20
50.00,66.00,49.00,52.70
70.00,62.00,90.00,78.40
93.00,38.00,89.00,80.00
72.00,88.00,38.00,58.20
79.00,25.00,60.00,58.70
94.00,38.00,23.00,47.30
59.00,95.00,63.00,68.20
62.00,75.00,54.00,60.60
88.00,40.00,22.00,45.40
40.00,27.00,85.00,59.90
72.00,86.00,61.00,69.30
78.00,79.00,33.00,55.70
43.00,47.00,90.00,67.30
82.00,41.00,91.00,78.30
22.00,41.00,86.00,57.80
29.00,88.00,43.00,47.80
32.00,99.00,65.00,61.90
35.00,95.00,55.00,57.00
48.00,21.00,96.00,66.60
65.00,92.00,63.00,69.40
34.00,40.00,83.00,59.70
77.00,20.00,24.00,39.10
55.00,25.00,37.00,40.00
50.00,24.00,65.00,52.30
33.00,51.00,70.00,55.10
64.00,33.00,34.00,42.80
20.00,58.00,48.00,41.60
50.00,65.00,44.00,50.00
58.00,33.00,33.00,40.50
88.00,88.00,99.00,93.50
50.00,22.00,57.00,47.90
39.00,32.00,47.00,41.60
100.00,92.00,66.00,81.40
91.00,30.00,65.00,65.80
56.00,41.00,20.00,35.00
44.00,85.00,22.00,41.20
35.00,53.00,85.00,63.60
39.00,77.00,31.00,42.60
100.00,22.00,70.00,69.40
59.00,66.00,89.00,75.40
52.00,52.00,46.00,49.00
37.00,76.00,26.00,39.30
78.00,71.00,59.00,67.10
23.00,92.00,69.00,59.80
80.00,22.00,68.00,62.40
90.00,23.00,80.00,71.60
91.00,24.00,40.00,52.10
93.00,95.00,98.00,95.90
29.00,30.00,81.00,55.20
73.00,65.00,24.00,46.90
63.00,33.00,50.00,50.50
66.00,64.00,30.00,47.60
34.00,68.00,77.00,62.30
45.00,60.00,58.00,54.50
78.00,33.00,53.00,56.50
34.00,70.00,38.00,43.20
60.00,20.00,23.00,33.50
61.00,56.00,31.00,45.00
75.00,79.00,81.00,78.80
75.00,29.00,25.00,40.80
56.00,54.00,26.00,40.60
52.00,76.00,54.00,57.80
97.00,30.00,90.00,80.10
90.00,67.00,78.00,79.40
76.00,38.00,57.00,58.90
46.00,74.00,56.00,56.60
82.00,74.00,23.00,50.90
24.00,93.00,43.00,47.30
57.00,28.00,39.00,42.20
88.00,78.00,20.00,52.00
59.00,73.00,69.00,66.80
56.00,89.00,98.00,83.60
37.00,84.00,33.00,44.40
95.00,35.00,37.00,54.00
39.00,77.00,81.00,67.60
94.00,22.00,93.00,79.10
66.00,67.00,100.00,83.20
39.00,100.00,54.00,58.70
52.00,60.00,32.00,43.60
53.00,34.00,39.00,42.20
86.00,30.00,59.00,61.30
85.00,21.00,65.00,62.20
32.00,95.00,67.00,62.10
67.00,59.00,49.00,56.40
80.00,43.00,38.00,51.60
39.00,33.00,63.00,49.80
77.00,53.00,44.00,55.70
31.00,30.00,81.00,55.80
20.00,59.00,20.00,27.80
49.00,88.00,39.00,51.80
62.00,52.00,78.00,68.00
84.00,95.00,63.00,75.70
57.00,78.00,88.00,76.70
56.00,68.00,65.00,62.90
23.00,89.00,94.00,71.70
69.00,86.00,62.00,68.90
74.00,31.00,54.00,55.40
60.00,87.00,53.00,61.90
47.00,62.00,41.00,47.00
32.00,75.00,63.00,56.10
87.00,20.00,35.00,47.60
46.00,66.00,72.00,63.00
59.00,28.00,62.00,54.30
37.00,24.00,88.00,59.90
49.00,35.00,51.00,47.20
75.00,34.00,46.00,52.30
39.00,81.00,89.00,72.40
31.00,84.00,74.00,63.10
56.00,82.00,22.00,44.20
62.00,89.00,51.00,61.90
30.00,38.00,76.00,54.60
69.00,76.00,36.00,53.90
92.00,58.00,100.00,89.20
68.00,27.00,50.00,50.80
40.00,64.00,92.00,70.80
51.00,69.00,83.00,70.60
79.00,61.00,43.00,57.40
42.00,58.00,38.00,43.20
52.00,24.00,97.00,68.90
76.00,42.00,67.00,64.70
74.00,44.00,56.00,59.00
82.00,53.00,36.00,53.20
65.00,98.00,36.00,57.10
35.00,47.00,86.00,62.90
50.00,78.00,66.00,63.60
62.00,26.00,85.00,66.30
27.00,30.00,69.00,48.60
100.00,84.00,81.00,87.30
36.00,52.00,41.00,41.70
44.00,58.00,64.00,56.80
45.00,22.00,91.00,63.40
48.00,39.00,36.00,40.20
57.00,61.00,69.00,63.80
72.00,73.00,64.00,68.20
21.00,32.00,41.00,33.20
65.00,83.00,50.00,61.10
53.00,87.00,28.00,47.30
45.00,70.00,98.00,76.50
76.00,28.00,41.00,48.90
97.00,20.00,69.00,67.60
34.00,59.00,93.00,68.50
36.00,32.00,46.00,40.20
73.00,55.00,52.00,58.90
80.00,65.00,86.00,80.00
94.00,59.00,93.00,86.50
69.00,54.00,33.00,48.00
35.00,21.00,96.00,62.70
55.00,52.00,39.00,46.40
52.00,87.00,91.00,78.50
50.00,30.00,96.00,69.00
45.00,77.00,33.00,45.40
46.00,39.00,26.00,34.60
87.00,43.00,100.00,84.70
62.00,47.00,87.00,71.50
56.00,99.00,33.00,53.10
81.00,86.00,51.00,67.00
54.00,34.00,93.00,69.50
99.00,92.00,73.00,84.60
38.00,93.00,20.00,40.00
94.00,23.00,58.00,61.80
75.00,86.00,90.00,84.70
95.00,60.00,61.00,71.00
52.00,96.00,41.00,55.30
92.00,41.00,65.00,68.30
42.00,44.00,34.00,38.40
97.00,95.00,86.00,91.10
99.00,73.00,50.00,69.30
54.00,56.00,26.00,40.40
41.00,77.00,58.00,56.70
62.00,54.00,51.00,54.90
81.00,23.00,34.00,45.90
63.00,51.00,88.00,73.10
80.00,87.00,94.00,88.40
22.00,71.00,35.00,38.30
71.00,91.00,90.00,84.50
38.00,24.00,94.00,63.20
62.00,74.00,99.00,82.90
34.00,29.00,53.00,42.50
66.00,87.00,39.00,56.70
82.00,62.00,26.00,50.00
66.00,41.00,85.00,70.50
75.00,38.00,31.00,45.60
53.00,95.00,43.00,56.40
76.00,47.00,61.00,62.70
29.00,77.00,54.00,51.10
68.00,67.00,25.00,46.30
94.00,42.00,90.00,81.60
47.00,57.00,91.00,71.00
26.00,44.00,32.00,32.60
66.00,67.00,82.00,74.20
90.00,95.00,93.00,92.50
38.00,33.00,21.00,28.50
71.00,55.00,70.00,67.30
74.00,85.00,61.00,69.70
99.00,73.00,67.00,77.80
20.00,42.00,44.00,36.40
73.00,98.00,50.00,66.50
22.00,48.00,23.00,27.70
96.00,26.00,66.00,67.00
37.00,45.00,84.00,62.10
60.00,75.00,21.00,43.50
57.00,71.00,38.00,50.30
63.00,61.00,55.00,58.60
73.00,23.00,35.00,44.00
42.00,38.00,20.00,30.20
60.00,83.00,55.00,62.10
24.00,85.00,58.00,53.20
32.00,98.00,27.00,42.70
56.00,22.00,21.00,31.70
67.00,31.00,70.00,61.30
83.00,96.00,20.00,54.10
79.00,56.00,84.00,76.90
72.00,93.00,60.00,70.20
65.00,81.00,86.00,78.70
20.00,82.00,100.00,72.40
52.00,66.00,96.00,76.80
99.00,66.00,84.00,84.90
25.00,49.00,87.00,60.80
74.00,69.00,45.00,58.50
98.00,23.00,80.00,74.00
54.00,83.00,26.00,45.80
66.00,96.00,68.00,73.00
78.00,71.00,23.00,49.10
26.00,55.00,75.00,56.30
46.00,47.00,93.00,69.70
23.00,36.00,47.00,37.60
58.00,60.00,58.00,58.40
49.00,47.00,78.00,63.10
88.00,41.00,84.00,76.60
93.00,42.00,74.00,73.30
95.00,51.00,81.00,79.20
57.00,42.00,89.00,70.00
98.00,90.00,75.00,84.90
74.00,49.00,46.00,55.00
43.00,35.00,24.00,31.90
28.00,61.00,77.00,59.10
66.00,49.00,100.00,79.60
24.00,31.00,92.00,59.40
51.00,91.00,51.00,59.00
39.00,50.00,70.00,56.70
57.00,65.00,76.00,68.10
86.00,84.00,61.00,73.10
50.00,50.00,51.00,50.50
77.00,55.00,47.00,57.60
44.00,92.00,30.00,46.60
55.00,70.00,40.00,50.50
23.00,58.00,87.00,62.00
36.00,33.00,94.00,64.40
79.00,24.00,29.00,43.00
72.00,57.00,62.00,64.00
25.00,67.00,44.00,42.90
68.00,39.00,82.00,69.20
98.00,44.00,90.00,83.20
71.00,39.00,40.00,49.10
63.00,49.00,49.00,53.20
55.00,58.00,24.00,40.10
27.00,73.00,75.00,60.20
72.00,51.00,51.00,57.30
74.00,22.00,27.00,40.10
73.00,55.00,24.00,44.90
70.00,80.00,73.00,73.50
76.00,54.00,51.00,59.10
22.00,30.00,46.00,35.60
44.00,60.00,72.00,61.20
81.00,44.00,44.00,55.10
70.00,35.00,91.00,73.50
90.00,31.00,42.00,54.20
69.00,37.00,81.00,68.60
46.00,98.00,66.00,66.40
51.00,33.00,36.00,39.90
53.00,77.00,95.00,78.80
59.00,80.00,83.00,75.20
37.00,30.00,40.00,37.10
43.00,91.00,70.00,66.10
29.00,71.00,75.00,60.40
60.00,54.00,91.00,74.30
30.00,58.00,64.00,52.60
82.00,51.00,80.00,74.80
79.00,41.00,28.00,45.90
37.00,69.00,24.00,36.90
48.00,85.00,56.00,59.40
21.00,96.00,64.00,57.50
39.00,37.00,42.00,40.10
61.00,96.00,31.00,53.00
99.00,97.00,70.00,84.10
57.00,50.00,59.00,56.60
50.00,46.00,42.00,45.20
40.00,50.00,23.00,33.50
22.00,37.00,83.00,55.50
29.00,54.00,86.00,62.50
76.00,59.00,29.00,49.10
59.00,84.00,69.00,69.00
49.00,58.00,71.00,61.80
50.00,61.00,76.00,65.20
27.00,60.00,52.00,46.10
20.00,55.00,26.00,30.00
21.00,94.00,88.00,69.10
91.00,59.00,73.00,75.60
20.00,55.00,57.00,45.50
37.00,50.00,85.00,63.60
50.00,43.00,56.00,51.60
90.00,78.00,86.00,85.60
56.00,86.00,92.00,80.00
69.00,22.00,57.00,53.60
88.00,87.00,87.00,87.30
49.00,72.00,47.00,52.60
60.00,42.00,41.00,46.90
44.00,59.00,78.00,64.00
39.00,25.00,87.00,60.20
94.00,44.00,76.00,75.00
38.00,69.00,81.00,65.70
72.00,69.00,80.00,75.40
22.00,95.00,51.00,51.10
46.00,93.00,74.00,69.40
89.00,45.00,75.00,73.20
60.00,58.00,39.00,49.10
72.00,76.00,73.00,73.30
92.00,48.00,57.00,65.70
90.00,67.00,20.00,50.40
38.00,37.00,67.00,52.30
79.00,93.00,28.00,56.30
39.00,60.00,53.00,50.20
78.00,49.00,70.00,68.20
28.00,68.00,78.00,61.00
27.00,82.00,46.00,47.50
58.00,48.00,34.00,44.00
24.00,21.00,91.00,56.90
42.00,82.00,58.00,58.00
45.00,82.00,51.00,55.40
85.00,21.00,59.00,59.20
35.00,89.00,34.00,45.30
82.00,74.00,72.00,75.40
96.00,57.00,44.00,62.20
79.00,63.00,82.00,77.30
48.00,84.00,46.00,54.20
88.00,59.00,23.00,49.70
50.00,73.00,87.00,73.10
25.00,62.00,60.00,49.90
84.00,72.00,100.00,89.60
95.00,52.00,59.00,68.40
95.00,45.00,80.00,77.50
37.00,90.00,75.00,66.60
37.00,45.00,38.00,39.10
36.00,45.00,81.00,60.30
76.00,28.00,71.00,63.90
61.00,53.00,90.00,73.90
84.00,90.00,99.00,92.70
50.00,100.00,23.00,46.50
43.00,58.00,38.00,43.50
66.00,85.00,61.00,67.30
81.00,72.00,36.00,56.70
64.00,26.00,37.00,42.90
58.00,44.00,76.00,64.20
57.00,75.00,54.00,59.10
75.00,86.00,84.00,81.70
60.00,24.00,27.00,36.30
97.00,76.00,40.00,64.30
48.00,74.00,57.00,57.70
61.00,49.00,38.00,47.10
70.00,21.00,31.00,40.70
28.00,44.00,65.00,49.70
58.00,90.00,24.00,47.40
63.00,24.00,31.00,39.20
26.00,87.00,72.00,61.20
20.00,62.00,29.00,32.90
67.00,67.00,40.00,53.50
81.00,81.00,29.00,55.00
71.00,27.00,46.00,49.70
60.00,94.00,91.00,82.30
39.00,76.00,90.00,71.90
93.00,63.00,72.00,76.50
47.00,66.00,35.00,44.80
67.00,92.00,84.00,80.50
30.00,24.00,27.00,27.30
48.00,88.00,75.00,69.50
85.00,94.00,31.00,59.80
50.00,37.00,83.00,63.90
88.00,21.00,58.00,59.60
42.00,31.00,85.00,61.30
89.00,55.00,68.00,71.70
38.00,72.00,75.00,63.30
63.00,32.00,94.00,72.30
99.00,86.00,73.00,83.40
99.00,44.00,70.00,73.50
59.00,20.00,45.00,44.20
37.00,93.00,73.00,66.20
20.00,45.00,92.00,61.00
80.00,27.00,33.00,45.90
75.00,28.00,64.00,60.10
93.00,70.00,22.00,52.90
29.00,26.00,87.00,57.40
66.00,33.00,61.00,56.90
70.00,84.00,71.00,73.30
27.00,46.00,40.00,37.30
94.00,93.00,52.00,72.80
65.00,98.00,36.00,57.10
62.00,46.00,58.00,56.80
72.00,32.00,60.00,58.00
57.00,99.00,92.00,82.90
100.00,30.00,85.00,78.50
56.00,59.00,23.00,40.10
24.00,42.00,56.00,43.60
76.00,39.00,24.00,42.60
99.00,30.00,53.00,62.20
61.00,80.00,83.00,75.80
72.00,92.00,42.00,61.00
48.00,56.00,34.00,42.60
66.00,50.00,84.00,71.80
64.00,35.00,62.00,57.20
28.00,55.00,34.00,36.40
55.00,23.00,49.00,45.60
70.00,88.00,87.00,82.10
91.00,52.00,78.00,76.70
52.00,75.00,60.00,60.60
22.00,24.00,33.00,27.90
99.00,60.00,74.00,78.70
72.00,30.00,89.00,72.10
42.00,26.00,81.00,58.30
89.00,37.00,56.00,62.10
36.00,67.00,39.00,43.70
51.00,96.00,80.00,74.50
70.00,21.00,37.00,43.70
36.00,33.00,31.00,32.90
87.00,94.00,34.00,61.90
21.00,28.00,66.00,44.90
68.00,44.00,27.00,42.70
50.00,40.00,20.00,33.00
30.00,90.00,24.00,39.00
65.00,41.00,90.00,72.70
22.00,92.00,91.00,70.50
51.00,78.00,20.00,40.90
26.00,49.00,100.00,67.60
48.00,39.00,29.00,36.70
75.00,88.00,56.00,68.10
29.00,36.00,77.00,54.40
38.00,66.00,46.00,47.60
51.00,88.00,38.00,51.90
39.00,40.00,26.00,32.70
48.00,68.00,50.00,53.00
30.00,100.00,64.00,61.00
85.00,37.00,25.00,45.40
61.00,81.00,92.00,80.50
88.00,96.00,73.00,82.10
72.00,43.00,58.00,59.20
39.00,41.00,65.00,52.40
66.00,48.00,52.00,55.40
40.00,60.00,59.00,53.50
96.00,22.00,80.00,73.20
51.00,65.00,82.00,69.30
36.00,50.00,39.00,40.30
55.00,30.00,48.00,46.50
83.00,45.00,41.00,54.40
45.00,43.00,24.00,34.10
20.00,51.00,91.00,61.70
49.00,73.00,99.00,78.80
33.00,100.00,73.00,66.40
22.00,20.00,98.00,59.60
50.00,90.00,27.00,46.50
71.00,21.00,85.00,68.00
77.00,98.00,27.00,56.20
87.00,82.00,34.00,59.50
96.00,53.00,45.00,61.90
41.00,64.00,45.00,47.60
99.00,76.00,94.00,91.90
100.00,72.00,45.00,66.90
43.00,62.00,42.00,46.30
97.00,83.00,44.00,67.70
76.00,66.00,88.00,80.00
67.00,75.00,42.00,56.10
79.00,91.00,91.00,87.40
93.00,28.00,24.00,45.50
34.00,91.00,64.00,60.40
71.00,35.00,72.00,64.30
72.00,40.00,98.00,78.60
73.00,58.00,29.00,48.00
52.00,21.00,71.00,55.30
56.00,61.00,26.00,42.00
88.00,92.00,49.00,69.30
39.00,59.00,92.00,69.50
91.00,59.00,64.00,71.10
40.00,47.00,84.00,63.40
31.00,71.00,55.00,51.00
91.00,33.00,89.00,78.40
81.00,26.00,91.00,75.00
87.00,51.00,61.00,66.80
95.00,98.00,87.00,91.60
22.00,44.00,64.00,47.40
44.00,83.00,58.00,58.80
88.00,56.00,35.00,55.10
32.00,95.00,51.00,54.10
91.00,43.00,94.00,82.90
37.00,63.00,34.00,40.70
37.00,83.00,72.00,63.70
63.00,71.00,55.00,60.60
97.00,35.00,80.00,76.10
53.00,36.00,48.00,47.10
29.00,34.00,60.00,45.50
49.00,99.00,35.00,52.00
34.00,28.00,73.00,52.30
72.00,83.00,62.00,69.20
56.00,61.00,31.00,44.50
88.00,58.00,95.00,85.50
56.00,49.00,35.00,44.10
65.00,45.00,23.00,40.00
44.00,73.00,28.00,41.80
54.00,79.00,55.00,59.50
72.00,61.00,64.00,65.80
91.00,55.00,63.00,69.80
57.00,89.00,74.00,71.90
80.00,51.00,42.00,55.20
75.00,89.00,63.00,71.80
80.00,68.00,82.00,78.60
54.00,76.00,82.00,72.40
63.00,51.00,95.00,76.60
28.00,83.00,44.00,47.00
90.00,74.00,51.00,67.30
55.00,22.00,71.00,56.40
62.00,40.00,80.00,66.60
36.00,27.00,27.00,29.70
58.00,68.00,89.00,75.50
94.00,89.00,65.00,78.50
92.00,94.00,25.00,58.90
75.00,20.00,35.00,44.00
62.00,74.00,47.00,56.90
75.00,60.00,37.00,53.00
35.00,43.00,42.00,40.10
98.00,33.00,20.00,46.00
58.00,60.00,64.00,61.40
62.00,70.00,46.00,55.60
45.00,92.00,75.00,69.40
67.00,50.00,69.00,64.60
21.00,100.00,97.00,74.80
45.00,31.00,30.00,34.70
74.00,59.00,83.00,75.50
25.00,92.00,76.00,63.90
70.00,38.00,84.00,70.60
88.00,30.00,27.00,45.90
37.00,39.00,47.00,42.40
62.00,32.00,88.00,69.00
25.00,69.00,65.00,53.80
89.00,32.00,71.00,68.60
74.00,45.00,63.00,62.70
41.00,90.00,39.00,49.80
22.00,42.00,99.00,64.50
87.00,68.00,78.00,78.70
30.00,77.00,39.00,43.90
94.00,70.00,64.00,74.20
92.00,48.00,100.00,87.20
93.00,69.00,34.00,58.70
43.00,34.00,27.00,33.20
45.00,64.00,94.00,73.30
93.00,70.00,97.00,90.40
74.00,73.00,88.00,80.80
61.00,88.00,84.00,77.90
96.00,40.00,65.00,69.30
67.00,46.00,57.00,57.80
43.00,83.00,46.00,52.50
93.00,28.00,63.00,65.00
64.00,88.00,28.00,50.80
48.00,94.00,55.00,60.70
74.00,21.00,99.00,75.90
59.00,51.00,47.00,51.40
84.00,79.00,78.00,80.00
22.00,43.00,60.00,45.20
49.00,52.00,90.00,70.10
49.00,85.00,93.00,78.20
39.00,34.00,64.00,50.50
41.00,78.00,23.00,39.40
21.00,95.00,29.00,39.80
58.00,93.00,74.00,73.00
70.00,98.00,20.00,50.60
65.00,82.00,89.00,80.40
36.00,44.00,60.00,49.60
31.00,82.00,62.00,56.70
38.00,56.00,39.00,42.10
78.00,32.00,98.00,78.80
35.00,86.00,50.00,52.70
51.00,32.00,36.00,39.70
65.00,37.00,73.00,63.40
41.00,78.00,66.00,60.90
49.00,22.00,32.00,35.10
78.00,34.00,27.00,43.70
86.00,58.00,24.00,49.40
53.00,62.00,82.00,69.30
89.00,60.00,54.00,65.70
70.00,71.00,25.00,47.70
47.00,26.00,88.00,63.30
60.00,82.00,57.00,62.90
37.00,36.00,65.00,50.80
33.00,79.00,77.00,64.20
85.00,38.00,52.00,59.10
84.00,46.00,55.00,61.90
47.00,97.00,90.00,78.50
37.00,72.00,86.00,68.50
55.00,65.00,33.00,46.00
29.00,94.00,36.00,45.50
76.00,57.00,63.00,65.70
49.00,60.00,71.00,62.20
77.00,96.00,63.00,73.80
