temperature,rainfall,humidity
27.00,49.00,71.00
50.00,77.00,22.00
91.00,30.00,87.00
38.00,100.00,79.00
97.00,92.00,62.00
93.00,70.00,94.00
66.00,57.00,68.00
51.00,67.00,44.00
30.00,34.00,23.00
32.00,100.00,70.00
45.00,75.00,24.00
52.00,63.00,89.00
82.00,28.00,81.00
55.00,44.00,45.00
84.00,56.00,63.00
94.00,84.00,65.00
38.00,82.00,50.00
98.00,24.00,36.00
32.00,31.00,61.00
68.00,49.00,72.00
97.00,86.00,84.00
37.00,41.00,62.00
90.00,72.00,98.00
99.00,20.00,81.00
37.00,80.00,76.00
96.00,24.00,79.00
52.00,28.00,25.00
69.00,67.00,40.00
48.00,79.00,21.00
58.00,36.00,72.00
35.00,89.00,69.00
46.00,54.00,76.00
41.00,60.00,48.00
76.00,71.00,80.00
44.00,83.00,56.00
46.00,88.00,40.00
21.00,43.00,48.00
58.00,20.00,44.00
94.00,69.00,78.00
71.00,43.00,33.00
31.00,65.00,64.00
68.00,99.00,78.00
39.00,39.00,39.00
34.00,80.00,94.00
76.00,72.00,61.00
87.00,97.00,96.00
85.00,94.00,87.00
77.00,63.00,88.00
69.00,93.00,25.00
82.00,100.00,59.00
72.00,60.00,82.00
52.00,74.00,43.00
73.00,80.00,100.00
44.00,70.00,54.00
46.00,60.00,66.00
61.00,60.00,83.00
80.00,97.00,83.00
90.00,77.00,84.00
90.00,55.00,95.00
74.00,93.00,72.00
33.00,21.00,42.00
69.00,74.00,78.00
50.00,75.00,73.00
91.00,46.00,86.00
31.00,81.00,65.00
80.00,83.00,50.00
90.00,96.00,88.00
66.00,54.00,86.00
38.00,32.00,61.00
36.00,80.00,78.00
61.00,87.00,94.00
66.00,45.00,23.00
86.00,86.00,54.00
38.00,60.00,50.00
45.00,41.00,65.00
50.00,66.00,49.00
70.00,62.00,90.00
93.00,38.00,89.00
72.00,88.00,38.00
79.00,25.00,60.00
94.00,38.00,23.00
59.00,95.00,63.00
62.00,75.00,54.00
88.00,40.00,22.00
40.00,27.00,85.00
72.00,86.00,61.00
78.00,79.00,33.00
43.00,47.00,90.00
82.00,41.00,91.00
22.00,41.00,86.00
29.00,88.00,43.00
32.00,99.00,65.00
35.00,95.00,55.00
48.00,21.00,96.00
65.00,92.00,63.00
34.00,40.00,83.00
77.00,20.00,24.00
55.00,25.00,37.00
50.00,24.00,65.00
33.00,51.00,70.00
64.00,33.00,34.00
20.00,58.00,48.00
50.00,65.00,44.00
58.00,33.00,33.00
88.00,88.00,99.00
50.00,22.00,57.00
39.00,32.00,47.00
100.00,92.00,66.00
91.00,30.00,65.00
56.00,41.00,20.00
44.00,85.00,22.00
35.00,53.00,85.00
39.00,77.00,31.00
100.00,22.00,70.00
59.00,66.00,89.00
52.00,52.00,46.00
37.00,76.00,26.00
78.00,71.00,59.00
23.00,92.00,69.00
80.00,22.00,68.00
90.00,23.00,80.00
91.00,24.00,40.00
93.00,95.00,98.00
29.00,30.00,81.00
73.00,65.00,24.00
63.00,33.00,50.00
66.00,64.00,30.00
34.00,68.00,77.00
45.00,60.00,58.00
78.00,33.00,53.00
34.00,70.00,38.00
60.00,20.00,23.00
61.00,56.00,31.00
75.00,79.00,81.00
75.00,29.00,25.00
56.00,54.00,26.00
52.00,76.00,54.00
97.00,30.00,90.00
90.00,67.00,78.00
76.00,38.00,57.00
46.00,74.00,56.00
82.00,74.00,23.00
24.00,93.00,43.00
57.00,28.00,39.00
88.00,78.00,20.00
59.00,73.00,69.00
56.00,89.00,98.00
37.00,84.00,33.00
95.00,35.00,37.00
39.00,77.00,81.00
94.00,22.00,93.00
66.00,67.00,100.00
39.00,100.00,54.00
52.00,60.00,32.00
53.00,34.00,39.00
86.00,30.00,59.00
85.00,21.00,65.00
32.00,95.00,67.00
67.00,59.00,49.00
80.00,43.00,38.00
39.00,33.00,63.00
77.00,53.00,44.00
31.00,30.00,81.00
20.00,59.00,20.00
49.00,88.00,39.00
62.00,52.00,78.00
84.00,95.00,63.00
57.00,78.00,88.00
56.00,68.00,65.00
23.00,89.00,94.00
69.00,86.00,62.00
74.00,31.00,54.00
60.00,87.00,53.00
47.00,62.00,41.00
32.00,75.00,63.00
87.00,20.00,35.00
46.00,66.00,72.00
59.00,28.00,62.00
37.00,24.00,88.00
49.00,35.00,51.00
75.00,34.00,46.00
39.00,81.00,89.00
31.00,84.00,74.00
56.00,82.00,22.00
62.00,89.00,51.00
30.00,38.00,76.00
69.00,76.00,36.00
92.00,58.00,100.00
68.00,27.00,50.00
40.00,64.00,92.00
51.00,69.00,83.00
79.00,61.00,43.00
42.00,58.00,38.00
52.00,24.00,97.00
76.00,42.00,67.00
74.00,44.00,56.00
82.00,53.00,36.00
65.00,98.00,36.00
35.00,47.00,86.00
50.00,78.00,66.00
62.00,26.00,85.00
27.00,30.00,69.00
100.00,84.00,81.00
36.00,52.00,41.00
44.00,58.00,64.00
45.00,22.00,91.00
48.00,39.00,36.00
57.00,61.00,69.00
72.00,73.00,64.00
21.00,32.00,41.00
65.00,83.00,50.00
53.00,87.00,28.00
45.00,70.00,98.00
76.00,28.00,41.00
97.00,20.00,69.00
34.00,59.00,93.00
36.00,32.00,46.00
73.00,55.00,52.00
80.00,65.00,86.00
94.00,59.00,93.00
69.00,54.00,33.00
35.00,21.00,96.00
55.00,52.00,39.00
52.00,87.00,91.00
50.00,30.00,96.00
45.00,77.00,33.00
46.00,39.00,26.00
87.00,43.00,100.00
62.00,47.00,87.00
56.00,99.00,33.00
81.00,86.00,51.00
54.00,34.00,93.00
99.00,92.00,73.00
38.00,93.00,20.00
94.00,23.00,58.00
75.00,86.00,90.00
95.00,60.00,61.00
52.00,96.00,41.00
92.00,41.00,65.00
42.00,44.00,34.00
97.00,95.00,86.00
99.00,73.00,50.00
54.00,56.00,26.00
41.00,77.00,58.00
62.00,54.00,51.00
81.00,23.00,34.00
63.00,51.00,88.00
80.00,87.00,94.00
22.00,71.00,35.00
71.00,91.00,90.00
38.00,24.00,94.00
62.00,74.00,99.00
34.00,29.00,53.00
66.00,87.00,39.00
82.00,62.00,26.00
66.00,41.00,85.00
75.00,38.00,31.00
53.00,95.00,43.00
76.00,47.00,61.00
29.00,77.00,54.00
68.00,67.00,25.00
94.00,42.00,90.00
47.00,57.00,91.00
26.00,44.00,32.00
66.00,67.00,82.00
90.00,95.00,93.00
38.00,33.00,21.00
71.00,55.00,70.00
74.00,85.00,61.00
99.00,73.00,67.00
20.00,42.00,44.00
73.00,98.00,50.00
22.00,48.00,23.00
96.00,26.00,66.00
37.00,45.00,84.00
60.00,75.00,21.00
57.00,71.00,38.00
63.00,61.00,55.00
73.00,23.00,35.00
42.00,38.00,20.00
60.00,83.00,55.00
24.00,85.00,58.00
32.00,98.00,27.00
56.00,22.00,21.00
67.00,31.00,70.00
83.00,96.00,20.00
79.00,56.00,84.00
72.00,93.00,60.00
65.00,81.00,86.00
20.00,82.00,100.00
52.00,66.00,96.00
99.00,66.00,84.00
25.00,49.00,87.00
74.00,69.00,45.00
98.00,23.00,80.00
54.00,83.00,26.00
66.00,96.00,68.00
78.00,71.00,23.00
26.00,55.00,75.00
46.00,47.00,93.00
23.00,36.00,47.00
58.00,60.00,58.00
49.00,47.00,78.00
88.00,41.00,84.00
93.00,42.00,74.00
95.00,51.00,81.00
57.00,42.00,89.00
98.00,90.00,75.00
74.00,49.00,46.00
43.00,35.00,24.00
28.00,61.00,77.00
66.00,49.00,100.00
24.00,31.00,92.00
51.00,91.00,51.00
39.00,50.00,70.00
57.00,65.00,76.00
86.00,84.00,61.00
50.00,50.00,51.00
77.00,55.00,47.00
44.00,92.00,30.00
55.00,70.00,40.00
23.00,58.00,87.00
36.00,33.00,94.00
79.00,24.00,29.00
72.00,57.00,62.00
25.00,67.00,44.00
68.00,39.00,82.00
98.00,44.00,90.00
71.00,39.00,40.00
63.00,49.00,49.00
55.00,58.00,24.00
27.00,73.00,75.00
72.00,51.00,51.00
74.00,22.00,27.00
73.00,55.00,24.00
70.00,80.00,73.00
76.00,54.00,51.00
22.00,30.00,46.00
44.00,60.00,72.00
81.00,44.00,44.00
70.00,35.00,91.00
90.00,31.00,42.00
69.00,37.00,81.00
46.00,98.00,66.00
51.00,33.00,36.00
53.00,77.00,95.00
59.00,80.00,83.00
37.00,30.00,40.00
43.00,91.00,70.00
29.00,71.00,75.00
60.00,54.00,91.00
30.00,58.00,64.00
82.00,51.00,80.00
79.00,41.00,28.00
37.00,69.00,24.00
48.00,85.00,56.00
21.00,96.00,64.00
39.00,37.00,42.00
61.00,96.00,31.00
99.00,97.00,70.00
57.00,50.00,59.00
50.00,46.00,42.00
40.00,50.00,23.00
22.00,37.00,83.00
29.00,54.00,86.00
76.00,59.00,29.00
59.00,84.00,69.00
49.00,58.00,71.00
50.00,61.00,76.00
27.00,60.00,52.00
20.00,55.00,26.00
21.00,94.00,88.00
91.00,59.00,73.00
20.00,55.00,57.00
37.00,50.00,85.00
50.00,43.00,56.00
90.00,78.00,86.00
56.00,86.00,92.00
69.00,22.00,57.00
88.00,87.00,87.00
49.00,72.00,47.00
60.00,42.00,41.00
44.00,59.00,78.00
39.00,25.00,87.00
94.00,44.00,76.00
38.00,69.00,81.00
72.00,69.00,80.00
22.00,95.00,51.00
46.00,93.00,74.00
89.00,45.00,75.00
60.00,58.00,39.00
72.00,76.00,73.00
92.00,48.00,57.00
90.00,67.00,20.00
38.00,37.00,67.00
79.00,93.00,28.00
39.00,60.00,53.00
78.00,49.00,70.00
28.00,68.00,78.00
27.00,82.00,46.00
58.00,48.00,34.00
24.00,21.00,91.00
42.00,82.00,58.00
45.00,82.00,51.00
85.00,21.00,59.00
35.00,89.00,34.00
82.00,74.00,72.00
96.00,57.00,44.00
79.00,63.00,82.00
48.00,84.00,46.00
88.00,59.00,23.00
50.00,73.00,87.00
25.00,62.00,60.00
84.00,72.00,100.00
95.00,52.00,59.00
95.00,45.00,80.00
37.00,90.00,75.00
37.00,45.00,38.00
36.00,45.00,81.00
76.00,28.00,71.00
61.00,53.00,90.00
84.00,90.00,99.00
50.00,100.00,23.00
43.00,58.00,38.00
66.00,85.00,61.00
81.00,72.00,36.00
64.00,26.00,37.00
58.00,44.00,76.00
57.00,75.00,54.00
75.00,86.00,84.00
60.00,24.00,27.00
97.00,76.00,40.00
48.00,74.00,57.00
61.00,49.00,38.00
70.00,21.00,31.00
28.00,44.00,65.00
58.00,90.00,24.00
63.00,24.00,31.00
26.00,87.00,72.00
20.00,62.00,29.00
67.00,67.00,40.00
81.00,81.00,29.00
71.00,27.00,46.00
60.00,94.00,91.00
39.00,76.00,90.00
93.00,63.00,72.00
47.00,66.00,35.00
67.00,92.00,84.00
30.00,24.00,27.00
48.00,88.00,75.00
85.00,94.00,31.00
50.00,37.00,83.00
88.00,21.00,58.00
42.00,31.00,85.00
89.00,55.00,68.00
38.00,72.00,75.00
63.00,32.00,94.00
99.00,86.00,73.00
99.00,44.00,70.00
59.00,20.00,45.00
37.00,93.00,73.00
20.00,45.00,92.00
80.00,27.00,33.00
75.00,28.00,64.00
93.00,70.00,22.00
29.00,26.00,87.00
66.00,33.00,61.00
70.00,84.00,71.00
27.00,46.00,40.00
94.00,93.00,52.00
65.00,98.00,36.00
62.00,46.00,58.00
72.00,32.00,60.00
57.00,99.00,92.00
100.00,30.00,85.00
56.00,59.00,23.00
24.00,42.00,56.00
76.00,39.00,24.00
99.00,30.00,53.00
61.00,80.00,83.00
72.00,92.00,42.00
48.00,56.00,34.00
66.00,50.00,84.00
64.00,35.00,62.00
28.00,55.00,34.00
55.00,23.00,49.00
70.00,88.00,87.00
91.00,52.00,78.00
52.00,75.00,60.00
22.00,24.00,33.00
99.00,60.00,74.00
72.00,30.00,89.00
42.00,26.00,81.00
89.00,37.00,56.00
36.00,67.00,39.00
51.00,96.00,80.00
70.00,21.00,37.00
36.00,33.00,31.00
87.00,94.00,34.00
21.00,28.00,66.00
68.00,44.00,27.00
50.00,40.00,20.00
30.00,90.00,24.00
65.00,41.00,90.00
22.00,92.00,91.00
51.00,78.00,20.00
26.00,49.00,100.00
48.00,39.00,29.00
75.00,88.00,56.00
29.00,36.00,77.00
38.00,66.00,46.00
51.00,88.00,38.00
39.00,40.00,26.00
48.00,68.00,50.00
30.00,100.00,64.00
85.00,37.00,25.00
61.00,81.00,92.00
88.00,96.00,73.00
72.00,43.00,58.00
39.00,41.00,65.00
66.00,48.00,52.00
40.00,60.00,59.00
96.00,22.00,80.00
51.00,65.00,82.00
36.00,50.00,39.00
55.00,30.00,48.00
83.00,45.00,41.00
45.00,43.00,24.00
20.00,51.00,91.00
49.00,73.00,99.00
33.00,100.00,73.00
22.00,20.00,98.00
50.00,90.00,27.00
71.00,21.00,85.00
77.00,98.00,27.00
87.00,82.00,34.00
96.00,53.00,45.00
41.00,64.00,45.00
99.00,76.00,94.00
100.00,72.00,45.00
43.00,62.00,42.00
97.00,83.00,44.00
76.00,66.00,88.00
67.00,75.00,42.00
79.00,91.00,91.00
93.00,28.00,24.00
34.00,91.00,64.00
71.00,35.00,72.00
72.00,40.00,98.00
73.00,58.00,29.00
52.00,21.00,71.00
56.00,61.00,26.00
88.00,92.00,49.00
39.00,59.00,92.00
91.00,59.00,64.00
40.00,47.00,84.00
31.00,71.00,55.00
91.00,33.00,89.00
81.00,26.00,91.00
87.00,51.00,61.00
95.00,98.00,87.00
22.00,44.00,64.00
44.00,83.00,58.00
88.00,56.00,35.00
32.00,95.00,51.00
91.00,43.00,94.00
37.00,63.00,34.00
37.00,83.00,72.00
63.00,71.00,55.00
97.00,35.00,80.00
53.00,36.00,48.00
29.00,34.00,60.00
49.00,99.00,35.00
34.00,28.00,73.00
72.00,83.00,62.00
56.00,61.00,31.00
88.00,58.00,95.00
56.00,49.00,35.00
65.00,45.00,23.00
44.00,73.00,28.00
54.00,79.00,55.00
72.00,61.00,64.00
91.00,55.00,63.00
57.00,89.00,74.00
80.00,51.00,42.00
75.00,89.00,63.00
80.00,68.00,82.00
54.00,76.00,82.00
63.00,51.00,95.00
28.00,83.00,44.00
90.00,74.00,51.00
55.00,22.00,71.00
62.00,40.00,80.00
36.00,27.00,27.00
58.00,68.00,89.00
94.00,89.00,65.00
92.00,94.00,25.00
75.00,20.00,35.00
62.00,74.00,47.00
75.00,60.00,37.00
35.00,43.00,42.00
98.00,33.00,20.00
58.00,60.00,64.00
62.00,70.00,46.00
45.00,92.00,75.00
67.00,50.00,69.00
21.00,100.00,97.00
45.00,31.00,30.00
74.00,59.00,83.00
25.00,92.00,76.00
70.00,38.00,84.00
88.00,30.00,27.00
37.00,39.00,47.00
62.00,32.00,88.00
25.00,69.00,65.00
89.00,32.00,71.00
74.00,45.00,63.00
41.00,90.00,39.00
22.00,42.00,99.00
87.00,68.00,78.00
30.00,77.00,39.00
94.00,70.00,64.00
92.00,48.00,100.00
93.00,69.00,34.00
43.00,34.00,27.00
45.00,64.00,94.00
93.00,70.00,97.00
74.00,73.00,88.00
61.00,88.00,84.00
96.00,40.00,65.00
67.00,46.00,57.00
43.00,83.00,46.00
93.00,28.00,63.00
64.00,88.00,28.00
48.00,94.00,55.00
74.00,21.00,99.00
59.00,51.00,47.00
84.00,79.00,78.00
22.00,43.00,60.00
49.00,52.00,90.00
49.00,85.00,93.00
39.00,34.00,64.00
41.00,78.00,23.00
21.00,95.00,29.00
58.00,93.00,74.00
70.00,98.00,20.00
65.00,82.00,89.00
36.00,44.00,60.00
31.00,82.00,62.00
38.00,56.00,39.00
78.00,32.00,98.00
35.00,86.00,50.00
51.00,32.00,36.00
65.00,37.00,73.00
41.00,78.00,66.00
49.00,22.00,32.00
78.00,34.00,27.00
86.00,58.00,24.00
53.00,62.00,82.00
89.00,60.00,54.00
70.00,71.00,25.00
47.00,26.00,88.00
60.00,82.00,57.00
37.00,36.00,65.00
33.00,79.00,77.00
85.00,38.00,52.00
84.00,46.00,55.00
47.00,97.00,90.00
37.00,72.00,86.00
55.00,65.00,33.00
29.00,94.00,36.00
76.00,57.00,63.00
49.00,60.00,71.00
77.00,96.00,63.00
96.00,50.00,73.00
71.00,70.00,93.00
70.00,42.00,95.00
29.00,96.00,35.00
48.00,58.00,74.00
75.00,52.00,82.00
47.00,66.00,73.00
82.00,96.00,43.00
88.00,32.00,88.00
28.00,77.00,58.00
39.00,43.00,30.00
100.00,97.00,53.00
73.00,92.00,68.00
68.00,99.00,36.00
58.00,88.00,25.00
80.00,42.00,41.00
51.00,30.00,48.00
99.00,38.00,34.00
47.00,95.00,59.00
50.00,78.00,29.00
35.00,89.00,63.00
99.00,56.00,67.00
32.00,65.00,100.00
82.00,23.00,22.00
83.00,26.00,29.00
30.00,91.00,85.00
43.00,29.00,45.00
91.00,93.00,54.00
96.00,58.00,49.00
34.00,90.00,22.00
22.00,62.00,37.00
54.00,79.00,59.00
72.00,20.00,59.00
86.00,57.00,73.00
35.00,94.00,80.00
100.00,49.00,62.00
28.00,80.00,82.00
74.00,56.00,42.00
66.00,84.00,36.00
78.00,92.00,44.00
78.00,44.00,81.00
86.00,100.00,66.00
65.00,62.00,82.00
90.00,48.00,26.00
44.00,36.00,31.00
88.00,80.00,32.00
57.00,97.00,82.00
45.00,28.00,84.00
83.00,53.00,88.00
80.00,38.00,78.00
41.00,22.00,27.00
26.00,65.00,30.00
42.00,32.00,68.00
39.00,20.00,45.00
98.00,54.00,54.00
36.00,56.00,41.00
98.00,100.00,97.00
28.00,23.00,30.00
100.00,31.00,46.00
37.00,76.00,70.00
31.00,51.00,94.00
85.00,36.00,70.00
51.00,47.00,40.00
78.00,93.00,27.00
90.00,99.00,85.00
78.00,84.00,27.00
62.00,44.00,74.00
71.00,55.00,43.00
42.00,54.00,99.00
37.00,88.00,93.00
57.00,49.00,96.00
74.00,36.00,21.00
53.00,54.00,33.00
86.00,56.00,81.00
99.00,28.00,57.00
41.00,96.00,46.00
32.00,24.00,64.00
93.00,60.00,81.00
51.00,92.00,69.00
44.00,99.00,72.00
88.00,98.00,90.00
64.00,87.00,79.00
57.00,94.00,31.00
32.00,78.00,90.00
57.00,77.00,93.00
85.00,69.00,62.00
37.00,93.00,90.00
71.00,36.00,51.00
89.00,58.00,36.00
100.00,58.00,80.00
38.00,71.00,51.00
35.00,34.00,70.00
93.00,34.00,75.00
55.00,80.00,63.00
94.00,72.00,42.00
59.00,76.00,56.00
69.00,66.00,67.00
30.00,29.00,67.00
22.00,32.00,65.00
66.00,36.00,98.00
55.00,87.00,42.00
81.00,33.00,85.00
64.00,40.00,49.00
64.00,87.00,54.00
66.00,28.00,86.00
37.00,60.00,33.00
57.00,57.00,43.00
90.00,39.00,30.00
32.00,61.00,87.00
37.00,43.00,82.00
49.00,78.00,59.00
49.00,54.00,73.00
82.00,28.00,74.00
62.00,47.00,66.00
62.00,25.00,89.00
53.00,91.00,51.00
80.00,73.00,51.00
66.00,79.00,24.00
25.00,63.00,34.00
82.00,31.00,75.00
80.00,62.00,76.00
84.00,79.00,65.00
25.00,76.00,23.00
62.00,30.00,79.00
99.00,96.00,73.00
50.00,39.00,26.00
27.00,43.00,62.00
75.00,29.00,53.00
31.00,27.00,80.00
35.00,65.00,53.00
72.00,51.00,74.00
29.00,57.00,20.00
61.00,26.00,23.00
90.00,53.00,85.00
44.00,98.00,98.00
42.00,46.00,50.00
56.00,85.00,88.00
76.00,73.00,62.00
23.00,86.00,85.00
69.00,68.00,27.00
82.00,64.00,58.00
85.00,74.00,29.00
77.00,65.00,61.00
20.00,65.00,70.00
74.00,40.00,57.00
73.00,30.00,23.00
38.00,28.00,40.00
63.00,38.00,66.00
27.00,45.00,25.00
44.00,70.00,25.00
46.00,43.00,52.00
93.00,27.00,76.00
80.00,69.00,98.00
73.00,50.00,74.00
95.00,34.00,30.00
44.00,62.00,88.00
90.00,60.00,79.00
60.00,92.00,23.00
53.00,47.00,92.00
89.00,53.00,57.00
71.00,58.00,33.00
88.00,57.00,30.00
85.00,55.00,51.00
38.00,65.00,89.00
21.00,34.00,69.00
64.00,64.00,69.00
89.00,33.00,52.00
89.00,87.00,40.00
52.00,82.00,44.00
51.00,71.00,39.00
72.00,85.00,38.00
72.00,76.00,61.00
93.00,52.00,27.00
39.00,34.00,94.00
79.00,77.00,52.00
80.00,96.00,27.00
49.00,86.00,51.00
61.00,94.00,100.00
63.00,52.00,38.00
24.00,78.00,59.00
27.00,52.00,92.00
39.00,41.00,97.00
24.00,99.00,94.00
84.00,82.00,88.00
36.00,47.00,76.00
58.00,48.00,39.00
78.00,51.00,49.00
88.00,64.00,46.00
65.00,43.00,68.00
41.00,41.00,65.00
52.00,44.00,91.00
97.00,79.00,38.00
77.00,91.00,96.00
21.00,90.00,50.00
83.00,25.00,21.00
74.00,29.00,77.00
25.00,72.00,41.00
46.00,87.00,40.00
72.00,70.00,80.00
46.00,22.00,71.00
56.00,57.00,74.00
24.00,38.00,95.00
99.00,55.00,80.00
81.00,32.00,23.00
37.00,55.00,45.00
93.00,40.00,67.00
27.00,90.00,98.00
84.00,28.00,94.00
97.00,43.00,38.00
94.00,73.00,89.00
84.00,77.00,33.00
74.00,38.00,35.00
87.00,30.00,72.00
56.00,94.00,71.00
84.00,33.00,27.00
59.00,64.00,46.00
77.00,63.00,70.00
38.00,21.00,50.00
92.00,78.00,55.00
29.00,70.00,91.00
49.00,87.00,40.00
32.00,93.00,53.00
57.00,89.00,91.00
82.00,88.00,40.00
54.00,76.00,28.00
99.00,94.00,75.00
20.00,81.00,52.00
87.00,94.00,47.00
23.00,89.00,87.00
85.00,74.00,75.00
26.00,53.00,27.00
45.00,82.00,94.00
44.00,64.00,89.00
63.00,71.00,37.00
23.00,50.00,78.00
43.00,58.00,29.00
25.00,22.00,100.00
42.00,52.00,95.00
77.00,78.00,46.00
65.00,50.00,67.00
74.00,94.00,44.00
75.00,93.00,28.00
66.00,100.00,66.00
85.00,51.00,67.00
36.00,94.00,58.00
46.00,63.00,78.00
52.00,97.00,83.00
86.00,58.00,50.00
38.00,37.00,57.00
49.00,75.00,55.00
64.00,89.00,60.00
89.00,26.00,25.00
26.00,30.00,53.00
61.00,74.00,62.00
69.00,64.00,53.00
71.00,38.00,81.00
76.00,53.00,34.00
92.00,95.00,70.00
43.00,93.00,56.00
35.00,82.00,89.00
49.00,47.00,60.00
43.00,34.00,87.00
32.00,48.00,51.00
54.00,80.00,71.00
77.00,38.00,45.00
99.00,20.00,59.00
33.00,76.00,41.00
22.00,84.00,98.00
68.00,29.00,23.00
34.00,91.00,42.00
68.00,22.00,87.00
79.00,72.00,25.00
81.00,68.00,34.00
76.00,94.00,53.00
31.00,90.00,25.00
69.00,30.00,92.00
53.00,85.00,84.00
45.00,68.00,39.00
93.00,96.00,93.00
82.00,21.00,48.00
45.00,95.00,70.00
80.00,24.00,23.00
77.00,87.00,88.00
89.00,64.00,44.00
88.00,30.00,85.00
57.00,23.00,88.00
79.00,94.00,87.00
57.00,91.00,30.00
97.00,32.00,70.00
42.00,63.00,66.00
52.00,22.00,100.00
83.00,26.00,54.00
76.00,87.00,91.00
95.00,48.00,23.00
99.00,40.00,88.00
95.00,29.00,54.00
64.00,94.00,27.00
76.00,99.00,96.00
52.00,20.00,50.00
72.00,20.00,93.00
70.00,66.00,62.00
77.00,89.00,84.00
75.00,40.00,58.00
71.00,70.00,40.00
36.00,85.00,53.00
69.00,72.00,57.00
40.00,68.00,25.00
96.00,57.00,48.00
54.00,29.00,79.00
33.00,65.00,42.00
65.00,58.00,23.00
51.00,87.00,30.00
61.00,57.00,44.00
65.00,78.00,24.00
93.00,66.00,69.00
75.00,32.00,32.00
44.00,92.00,43.00
90.00,29.00,47.00
100.00,36.00,34.00
49.00,32.00,77.00
87.00,73.00,53.00
48.00,42.00,85.00
48.00,63.00,78.00
53.00,67.00,60.00
34.00,33.00,71.00
100.00,26.00,77.00
45.00,75.00,73.00
45.00,61.00,73.00
33.00,98.00,53.00
87.00,45.00,61.00
64.00,48.00,73.00
68.00,63.00,63.00
50.00,39.00,68.00
96.00,72.00,23.00
25.00,38.00,28.00
36.00,25.00,89.00
87.00,76.00,25.00
98.00,50.00,40.00
31.00,37.00,47.00
98.00,98.00,85.00
93.00,81.00,94.00
95.00,39.00,92.00
88.00,99.00,25.00
85.00,44.00,34.00
80.00,36.00,51.00
64.00,55.00,73.00
74.00,51.00,75.00
29.00,50.00,25.00
36.00,50.00,58.00
59.00,95.00,96.00
66.00,96.00,43.00
60.00,45.00,39.00
69.00,87.00,36.00
20.00,65.00,89.00
88.00,33.00,20.00
94.00,52.00,91.00
36.00,91.00,39.00
43.00,70.00,36.00
84.00,59.00,53.00
32.00,72.00,63.00
96.00,24.00,36.00
51.00,36.00,75.00
100.00,87.00,82.00
97.00,71.00,61.00
81.00,35.00,20.00
98.00,36.00,79.00
97.00,47.00,77.00
98.00,39.00,39.00
88.00,41.00,21.00
44.00,97.00,69.00
36.00,98.00,59.00
21.00,58.00,77.00
96.00,82.00,55.00
41.00,40.00,36.00
94.00,100.00,64.00
66.00,20.00,20.00
25.00,21.00,64.00
53.00,30.00,86.00
65.00,27.00,23.00
93.00,61.00,79.00
93.00,85.00,33.00
22.00,89.00,29.00
83.00,79.00,56.00
69.00,95.00,67.00
57.00,41.00,71.00
31.00,46.00,63.00
62.00,24.00,84.00
68.00,69.00,98.00
86.00,81.00,74.00
67.00,90.00,98.00
24.00,40.00,97.00
98.00,65.00,81.00
91.00,23.00,41.00
75.00,88.00,62.00
52.00,40.00,69.00
87.00,87.00,46.00
33.00,42.00,44.00
25.00,31.00,68.00
30.00,36.00,61.00
75.00,66.00,45.00
30.00,76.00,48.00
59.00,59.00,94.00
36.00,57.00,68.00
59.00,50.00,39.00
70.00,73.00,61.00
30.00,27.00,87.00
83.00,25.00,80.00
81.00,80.00,98.00
43.00,75.00,44.00
66.00,97.00,64.00
49.00,28.00,40.00
20.00,38.00,48.00
23.00,85.00,40.00
99.00,26.00,23.00
46.00,79.00,94.00
47.00,76.00,76.00
52.00,69.00,59.00
61.00,67.00,24.00
66.00,36.00,62.00
60.00,36.00,50.00
88.00,88.00,88.00
73.00,46.00,77.00
59.00,95.00,85.00
43.00,71.00,36.00
35.00,42.00,92.00
76.00,83.00,22.00
94.00,62.00,37.00
52.00,65.00,68.00
86.00,93.00,95.00
28.00,33.00,20.00
64.00,90.00,39.00
70.00,63.00,34.00
29.00,67.00,26.00
48.00,100.00,92.00
26.00,79.00,57.00
72.00,83.00,96.00
99.00,53.00,97.00
22.00,62.00,40.00
76.00,52.00,76.00
41.00,88.00,43.00
69.00,52.00,21.00
60.00,28.00,96.00
71.00,73.00,43.00
79.00,61.00,83.00
69.00,70.00,64.00
100.00,62.00,71.00
89.00,90.00,94.00
53.00,60.00,96.00
90.00,88.00,100.00
56.00,94.00,80.00
67.00,31.00,57.00
51.00,63.00,56.00
84.00,74.00,25.00
31.00,34.00,68.00
53.00,75.00,62.00
94.00,89.00,55.00
88.00,43.00,58.00
36.00,73.00,57.00
26.00,47.00,81.00
78.00,30.00,95.00
41.00,44.00,58.00
47.00,29.00,24.00
65.00,26.00,32.00
51.00,97.00,24.00
21.00,50.00,99.00
35.00,22.00,47.00
96.00,93.00,50.00
71.00,26.00,98.00
22.00,26.00,93.00
93.00,38.00,49.00
91.00,63.00,92.00
40.00,28.00,61.00
68.00,60.00,66.00
49.00,33.00,51.00
62.00,73.00,82.00
84.00,40.00,80.00
100.00,30.00,100.00
88.00,81.00,45.00
54.00,23.00,49.00
23.00,98.00,89.00
53.00,40.00,100.00
96.00,62.00,44.00
27.00,69.00,84.00
29.00,41.00,53.00
79.00,61.00,21.00
85.00,38.00,56.00
40.00,44.00,32.00
86.00,31.00,68.00
86.00,82.00,57.00
92.00,84.00,72.00
37.00,40.00,66.00
